feedback_id,feedback_text,sentiment_label,department,feedback_source,rating_score,intern_experience,program_duration,would_recommend,timestamp
FB_02098,I spent most of my internship doing tasks unrelated to my role. There was no structured learning plan or development program. The experience was so poor it made me reconsider my entire career path.,negative,Sales,exit_interview,3.1,third_or_more,6 months,False,2024-06-24 23:18:54
FB_00612,I felt genuinely valued as an intern here. My mentor was incredibly supportive and always available to answer questions. My career trajectory changed positively because of this internship.,positive,Sales,exit_interview,7.3,second_internship,3 months,True,2023-05-02 06:02:50
FB_02195,I had little to no support throughout the entire program. The workplace culture was cliquish and difficult to break into. I spent more time navigating dysfunction than actually learning.,negative,Operations,intern_survey,3.8,third_or_more,3 months,False,2024-05-15 03:24:50
FB_03662,The internship did not provide the growth opportunities I needed. Senior staff rarely interacted with interns in any meaningful way. The damage to my confidence took months to overcome after this.,negative,Finance,mid_term_review,1.1,third_or_more,6 months,False,2023-06-12 09:54:05
FB_01508,I walked away with skills and confidence I lacked before. My contributions were recognized and celebrated by the entire team. I encourage everyone to apply — you will not regret it.,positive,Research,mid_term_review,8.9,third_or_more,1 month,True,2024-03-15 02:04:57
FB_01870,This internship was an incredible learning experience. My contributions were recognized and celebrated by the entire team. This company clearly values its interns and it makes a huge difference.,positive,Design,mid_term_review,7.3,third_or_more,2 months,True,2024-12-19 07:43:39
FB_00743,This was the best internship I have ever had. Cross-functional collaboration exposed me to many different roles. I am a better professional because of what I learned here.,positive,Operations,online_form,7.7,first_internship,1 month,True,2024-04-08 03:18:54
FB_00638,The internship exceeded all my expectations. The diverse team helped me see problems from multiple perspectives. The company culture is something I will actively seek in future jobs.,positive,Marketing,exit_interview,8.0,first_internship,1 month,True,2024-08-17 12:44:34
FB_03536,I spent most of my internship doing tasks unrelated to my role. I was expected to work overtime without any acknowledgment or compensation. I ended the internship more confused about my career than before.,negative,Research,exit_interview,2.1,first_internship,1 month,False,2023-09-13 17:58:59
FB_02016,I struggled throughout this internship due to poor management. My suggestions were repeatedly dismissed without consideration. My time here was wasted on tasks that contributed nothing to my growth.,negative,Operations,exit_interview,1.5,second_internship,3 months,False,2023-07-11 22:56:09
FB_03762,The internship did not provide the growth opportunities I needed. The projects assigned to me had no clear objectives or deadlines. This program failed to deliver on every promise made during recruitment.,negative,Marketing,intern_survey,1.6,third_or_more,3 months,False,2024-10-26 23:28:01
FB_01098,"I had a fantastic experience working here. The team culture was welcoming, inclusive, and collaborative. I am proud of everything I accomplished during this program.",positive,Sales,mid_term_review,8.8,second_internship,1 month,True,2024-02-15 20:31:52
FB_01484,I would choose this internship all over again. Leadership genuinely cared about my personal and professional development. I would accept a full-time offer here without hesitation.,positive,Research,mid_term_review,8.7,first_internship,2 months,True,2024-07-23 14:23:49
FB_00049,"The work I did here was meaningful and impactful. The team culture was welcoming, inclusive, and collaborative. This internship gave me clarity and direction for my future.",positive,Research,exit_interview,7.8,third_or_more,6 months,True,2023-01-02 07:31:39
FB_01352,The internship exceeded all my expectations. I received constructive feedback that helped me improve rapidly. My career trajectory changed positively because of this internship.,positive,Marketing,mid_term_review,9.4,third_or_more,2 months,True,2024-07-18 23:00:10
FB_00922,This was the best internship I have ever had. Regular one-on-ones with my manager kept me on track and motivated. I am a better professional because of what I learned here.,positive,HR,intern_survey,8.0,third_or_more,2 months,True,2024-10-01 02:54:00
FB_03563,"I had very high hopes for this program, but they were not met. Deadlines kept changing without explanation, causing constant stress. I ended the internship more confused about my career than before.",negative,HR,intern_survey,3.2,third_or_more,2 months,False,2024-03-24 23:22:52
FB_00757,Every day at this company taught me something new. I had the chance to present my work to senior management. I will always look back on this experience with immense gratitude.,positive,Product,online_form,8.7,third_or_more,2 months,True,2024-12-10 17:37:21
FB_02125,I had little to no support throughout the entire program. I was expected to work overtime without any acknowledgment or compensation. The company clearly does not prioritize intern development.,negative,HR,mid_term_review,2.9,third_or_more,2 months,False,2024-01-16 00:56:14
FB_02367,This experience was more harmful than helpful to my career. Communication within the team was inconsistent and often unclear. I spent more time navigating dysfunction than actually learning.,negative,Engineering,intern_survey,3.4,first_internship,6 months,False,2023-12-10 12:01:43
FB_01468,I absolutely loved my time at this company. I built a strong professional network during my time here. I am a better professional because of what I learned here.,positive,Operations,online_form,7.2,second_internship,3 months,True,2024-11-17 02:58:07
FB_03643,My experience here was isolating and professionally unfulfilling. My mentor was rarely available and provided no useful guidance. The company clearly does not prioritize intern development.,negative,Marketing,online_form,2.1,second_internship,3 months,False,2024-05-08 23:28:42
FB_01695,I could not have asked for a better internship. The tools and technologies I used here are cutting-edge. I ended the program feeling energized and excited about my career.,positive,Sales,mid_term_review,7.8,third_or_more,6 months,True,2023-02-19 03:41:46
FB_01323,I would choose this internship all over again. The projects I worked on were real and made a tangible difference. I built friendships here that I know will last a lifetime.,positive,Operations,exit_interview,8.2,third_or_more,1 month,True,2023-08-03 17:19:14
FB_01177,I could not have asked for a better internship. The onboarding process was smooth and well-organized. The skills I developed here will benefit me for years to come.,positive,Data Science,mid_term_review,8.3,first_internship,3 months,True,2023-08-14 21:40:48
FB_01948,I highly recommend this internship program to any student. The flexible work environment allowed me to be productive and balanced. This internship gave me clarity and direction for my future.,positive,Data Science,intern_survey,9.1,second_internship,2 months,True,2024-07-17 22:00:58
FB_01214,This experience has shaped my career goals significantly. The company invests heavily in intern development and it shows. This company clearly values its interns and it makes a huge difference.,positive,Design,intern_survey,8.5,first_internship,6 months,True,2023-02-27 03:33:19
FB_03934,I felt like a burden rather than a valued team member here. The workplace culture was cliquish and difficult to break into. I spent more time navigating dysfunction than actually learning.,negative,Operations,online_form,3.5,third_or_more,6 months,False,2024-11-18 09:59:01
FB_02534,My time here was frustrating and largely unproductive. Communication within the team was inconsistent and often unclear. The organization was not ready to host interns and it showed.,negative,Data Science,mid_term_review,1.7,third_or_more,6 months,False,2023-03-06 12:36:52
FB_02288,"Unfortunately, this internship fell far short of expectations. There was significant disconnect between what was promised and delivered. I expected mentorship and received neglect instead.",negative,Product,online_form,1.8,third_or_more,1 month,False,2024-03-23 13:44:33
FB_02782,I struggled throughout this internship due to poor management. There was significant disconnect between what was promised and delivered. This program needs a complete overhaul before it can benefit interns.,negative,Data Science,intern_survey,2.8,second_internship,6 months,False,2023-07-07 21:15:32
FB_02678,"Unfortunately, this internship fell far short of expectations. I felt micromanaged to a degree that stifled my creativity and growth. I would not recommend this internship to anyone I know.",negative,Sales,online_form,2.5,third_or_more,6 months,False,2023-09-13 14:48:34
FB_01071,This was the best internship I have ever had. The flexible work environment allowed me to be productive and balanced. I will always look back on this experience with immense gratitude.,positive,Operations,online_form,7.4,second_internship,2 months,True,2024-08-03 06:12:23
FB_03730,This was not the positive experience I was promised. I was given repetitive busywork instead of meaningful assignments. The company clearly does not prioritize intern development.,negative,HR,mid_term_review,2.2,third_or_more,2 months,False,2023-03-15 02:09:16
FB_02831,My internship here was deeply disappointing. I felt excluded from important meetings where my input could have helped. I would have gained more from an online course than from this program.,negative,Sales,intern_survey,1.4,second_internship,1 month,False,2023-05-11 22:40:00
FB_02442,"Unfortunately, this internship fell far short of expectations. Senior staff rarely interacted with interns in any meaningful way. I would have gained more from an online course than from this program.",negative,Operations,intern_survey,3.5,second_internship,2 months,False,2024-05-11 13:22:25
FB_03604,The work environment here was toxic and unwelcoming. I was not given the autonomy to contribute beyond a very narrow scope. I leave without the skills or confidence I was hoping to build.,negative,Design,online_form,2.6,first_internship,3 months,False,2024-06-09 23:44:45
FB_01715,My time here was both fulfilling and educational. The diverse team helped me see problems from multiple perspectives. This internship has set a high benchmark for my future roles.,positive,Marketing,exit_interview,9.2,third_or_more,1 month,True,2023-12-20 03:57:54
FB_03022,My internship here was deeply disappointing. There was no structured learning plan or development program. I would have gained more from an online course than from this program.,negative,Data Science,online_form,2.0,third_or_more,3 months,False,2024-10-29 00:13:41
FB_02197,My internship here was deeply disappointing. The workplace culture was cliquish and difficult to break into. I would have gained more from an online course than from this program.,negative,Marketing,intern_survey,1.8,first_internship,1 month,False,2024-11-13 04:27:14
FB_01150,I had a fantastic experience working here. My mentor was incredibly supportive and always available to answer questions. I would accept a full-time offer here without hesitation.,positive,Marketing,mid_term_review,7.3,second_internship,2 months,True,2023-01-01 22:33:49
FB_03087,"Unfortunately, this internship fell far short of expectations. I was given repetitive busywork instead of meaningful assignments. This experience taught me what to avoid in future workplaces.",negative,Product,exit_interview,3.0,third_or_more,2 months,False,2023-01-07 11:58:19
FB_02229,The internship did not provide the growth opportunities I needed. The workplace culture was cliquish and difficult to break into. This experience taught me what to avoid in future workplaces.,negative,Data Science,intern_survey,2.3,first_internship,6 months,False,2023-07-16 20:56:32
FB_02964,I spent most of my internship doing tasks unrelated to my role. Team members were dismissive of my questions and contributions. I would not recommend this internship to anyone I know.,negative,Operations,online_form,1.5,third_or_more,1 month,False,2023-04-05 12:55:30
FB_02610,I felt like a burden rather than a valued team member here. I felt excluded from important meetings where my input could have helped. This program needs a complete overhaul before it can benefit interns.,negative,Operations,exit_interview,2.7,second_internship,3 months,False,2023-06-09 13:06:03
FB_01552,"This experience has shaped my career goals significantly. I built a strong professional network during my time here. I feel more confident, skilled, and ready for the real world.",positive,Engineering,intern_survey,9.6,second_internship,3 months,True,2024-12-03 17:24:53
FB_02555,This experience was more harmful than helpful to my career. Senior staff rarely interacted with interns in any meaningful way. I sincerely hope improvements are made for future cohorts.,negative,Product,mid_term_review,3.8,third_or_more,1 month,False,2023-03-01 20:09:15
FB_01289,"I had a fantastic experience working here. The team culture was welcoming, inclusive, and collaborative. The impact of this internship on my resume and mindset is immeasurable.",positive,Operations,mid_term_review,9.3,third_or_more,2 months,True,2023-03-23 21:23:28
FB_03862,I spent most of my internship doing tasks unrelated to my role. I was given repetitive busywork instead of meaningful assignments. The experience was so poor it made me reconsider my entire career path.,negative,Operations,intern_survey,1.8,third_or_more,2 months,False,2023-08-01 04:21:13
FB_02808,The internship was poorly run from the very first day. Communication within the team was inconsistent and often unclear. This program needs a complete overhaul before it can benefit interns.,negative,Data Science,mid_term_review,2.2,second_internship,6 months,False,2023-02-19 21:02:07
FB_01642,The internship exceeded all my expectations. My mentor was incredibly supportive and always available to answer questions. I leave with a strong portfolio and even stronger relationships.,positive,Product,intern_survey,7.5,third_or_more,6 months,True,2024-05-05 02:44:48
FB_00868,Every day at this company taught me something new. The flexible work environment allowed me to be productive and balanced. My career trajectory changed positively because of this internship.,positive,Research,mid_term_review,8.6,second_internship,2 months,True,2023-09-03 02:08:46
FB_00927,The work I did here was meaningful and impactful. I attended meetings that gave me real insight into business strategy. I feel fully prepared to enter the workforce thanks to this experience.,positive,HR,online_form,8.4,third_or_more,2 months,True,2024-03-10 05:00:46
FB_03211,I expected structured learning but found disorganized chaos. I was given repetitive busywork instead of meaningful assignments. The experience was so poor it made me reconsider my entire career path.,negative,Engineering,exit_interview,2.2,first_internship,1 month,False,2023-01-22 02:19:28
FB_00998,The work I did here was meaningful and impactful. I received constructive feedback that helped me improve rapidly. This internship gave me clarity and direction for my future.,positive,HR,exit_interview,9.2,first_internship,6 months,True,2023-07-01 12:54:57
FB_03021,Expectations were unclear and feedback was almost nonexistent. Communication within the team was inconsistent and often unclear. The lack of structure made the entire program feel pointless.,negative,Marketing,intern_survey,1.9,third_or_more,2 months,False,2023-09-02 14:11:16
FB_01830,I am so grateful for this amazing opportunity. I received constructive feedback that helped me improve rapidly. The experience was worth every early morning and late evening.,positive,Data Science,exit_interview,8.4,third_or_more,3 months,True,2023-01-24 03:18:33
FB_01133,I walked away with skills and confidence I lacked before. The company invests heavily in intern development and it shows. I built friendships here that I know will last a lifetime.,positive,Operations,intern_survey,9.7,first_internship,6 months,True,2023-11-22 10:48:13
FB_01341,I walked away with skills and confidence I lacked before. I had the chance to present my work to senior management. I encourage everyone to apply — you will not regret it.,positive,Marketing,mid_term_review,9.7,second_internship,1 month,True,2024-07-14 22:24:11
FB_03675,I expected structured learning but found disorganized chaos. Communication within the team was inconsistent and often unclear. The damage to my confidence took months to overcome after this.,negative,Product,mid_term_review,3.7,second_internship,1 month,False,2023-07-02 23:54:18
FB_00211,This was the best internship I have ever had. I built a strong professional network during my time here. I am a better professional because of what I learned here.,positive,Engineering,intern_survey,8.6,second_internship,2 months,True,2023-05-06 19:16:58
FB_03980,The internship started off poorly and never really recovered. I felt excluded from important meetings where my input could have helped. I would not recommend this internship to anyone I know.,negative,Operations,online_form,2.8,second_internship,3 months,False,2024-08-31 20:06:11
FB_00060,I walked away with skills and confidence I lacked before. The tools and technologies I used here are cutting-edge. I am proud of everything I accomplished during this program.,positive,Operations,online_form,7.8,first_internship,3 months,True,2024-08-17 19:48:06
FB_03671,"Looking back, I regret choosing this internship program. There was significant disconnect between what was promised and delivered. I felt like free labor rather than a developing professional.",negative,Operations,intern_survey,2.4,third_or_more,3 months,False,2024-06-13 20:59:52
FB_02620,"Looking back, I regret choosing this internship program. There was significant disconnect between what was promised and delivered. Management needs significant training in how to support young talent.",negative,Data Science,intern_survey,3.4,first_internship,3 months,False,2024-03-14 07:53:08
FB_03898,I would caution other students before applying to this program. There was no structured learning plan or development program. The experience was so poor it made me reconsider my entire career path.,negative,Operations,intern_survey,1.3,first_internship,2 months,False,2024-09-07 00:39:31
FB_03947,"I had very high hopes for this program, but they were not met. There was significant disconnect between what was promised and delivered. Future interns deserve much better than what I experienced here.",negative,Marketing,intern_survey,3.6,first_internship,2 months,False,2024-05-03 00:05:13
FB_00766,"The team made me feel like a full-time employee, not just an intern. The onboarding process was smooth and well-organized. I will always look back on this experience with immense gratitude.",positive,Product,mid_term_review,9.7,third_or_more,6 months,True,2023-08-04 06:21:48
FB_02103,I would caution other students before applying to this program. I was not given the autonomy to contribute beyond a very narrow scope. This program failed to deliver on every promise made during recruitment.,negative,Design,exit_interview,2.3,first_internship,6 months,False,2024-07-04 23:21:57
FB_03230,"This experience was more harmful than helpful to my career. Resources and tools were outdated, making it hard to do quality work. I would have gained more from an online course than from this program.",negative,Data Science,exit_interview,1.9,first_internship,3 months,False,2024-04-19 08:12:12
FB_01079,I am so grateful for this amazing opportunity. The projects I worked on were real and made a tangible difference. I feel fully prepared to enter the workforce thanks to this experience.,positive,Product,online_form,7.5,first_internship,1 month,True,2024-02-05 08:24:29
FB_02660,"Unfortunately, this internship fell far short of expectations. My suggestions were repeatedly dismissed without consideration. The experience was so poor it made me reconsider my entire career path.",negative,Research,exit_interview,1.5,third_or_more,2 months,False,2023-02-01 23:34:59
FB_03743,I had little to no support throughout the entire program. I felt excluded from important meetings where my input could have helped. The experience was so poor it made me reconsider my entire career path.,negative,Engineering,online_form,1.6,third_or_more,3 months,False,2024-12-10 09:47:01
FB_02045,"I had very high hopes for this program, but they were not met. The onboarding was confusing, poorly planned, and overwhelming. I would not recommend this internship to anyone I know.",negative,Research,mid_term_review,3.7,second_internship,6 months,False,2024-03-14 09:42:20
FB_02067,My time here was frustrating and largely unproductive. My suggestions were repeatedly dismissed without consideration. Future interns deserve much better than what I experienced here.,negative,Engineering,online_form,2.4,second_internship,2 months,False,2023-07-01 05:00:22
FB_00583,I walked away with skills and confidence I lacked before. My mentor was incredibly supportive and always available to answer questions. I am proud of everything I accomplished during this program.,positive,Marketing,mid_term_review,7.8,third_or_more,6 months,True,2024-07-18 18:15:29
FB_02124,My time here was frustrating and largely unproductive. Team members were dismissive of my questions and contributions. My time here was wasted on tasks that contributed nothing to my growth.,negative,Finance,online_form,3.0,third_or_more,1 month,False,2023-12-17 02:35:28
FB_03529,"I spent most of my internship doing tasks unrelated to my role. Deadlines kept changing without explanation, causing constant stress. I sincerely hope improvements are made for future cohorts.",negative,Design,mid_term_review,3.9,first_internship,2 months,False,2024-11-03 10:52:31
FB_03617,"This was not the positive experience I was promised. I received no feedback until the very end, which was too late. I spent more time navigating dysfunction than actually learning.",negative,Sales,exit_interview,3.0,third_or_more,1 month,False,2023-10-11 06:05:09
FB_00941,The internship exceeded all my expectations. I received constructive feedback that helped me improve rapidly. I encourage everyone to apply — you will not regret it.,positive,Design,exit_interview,7.2,second_internship,2 months,True,2023-01-22 02:30:27
FB_01081,This experience has shaped my career goals significantly. The flexible work environment allowed me to be productive and balanced. This was not just an internship — it was a launchpad for my future.,positive,Data Science,online_form,9.3,third_or_more,1 month,True,2024-08-27 01:57:11
FB_00188,The work I did here was meaningful and impactful. I was encouraged to take initiative and think creatively. I will always look back on this experience with immense gratitude.,positive,Data Science,mid_term_review,8.3,third_or_more,3 months,True,2023-07-06 20:26:32
FB_03106,"I would caution other students before applying to this program. Deadlines kept changing without explanation, causing constant stress. I spent more time navigating dysfunction than actually learning.",negative,Data Science,exit_interview,1.7,first_internship,6 months,False,2024-04-14 16:56:56
FB_02311,Expectations were unclear and feedback was almost nonexistent. I felt micromanaged to a degree that stifled my creativity and growth. I would have gained more from an online course than from this program.,negative,HR,exit_interview,3.5,second_internship,3 months,False,2024-03-25 04:39:12
FB_02677,I struggled throughout this internship due to poor management. I was not given the autonomy to contribute beyond a very narrow scope. I spent more time navigating dysfunction than actually learning.,negative,Data Science,exit_interview,2.3,second_internship,3 months,False,2024-08-25 19:34:51
FB_03095,"I expected structured learning but found disorganized chaos. I received no feedback until the very end, which was too late. This program needs a complete overhaul before it can benefit interns.",negative,Sales,intern_survey,2.4,third_or_more,2 months,False,2024-09-19 22:06:22
FB_03820,"I had very high hopes for this program, but they were not met. The projects assigned to me had no clear objectives or deadlines. I spent more time navigating dysfunction than actually learning.",negative,Marketing,intern_survey,3.0,third_or_more,6 months,False,2023-06-08 11:16:52
FB_01601,"This internship was an incredible learning experience. I built a strong professional network during my time here. I feel more confident, skilled, and ready for the real world.",positive,Design,mid_term_review,9.5,first_internship,6 months,True,2023-07-16 20:11:36
FB_03857,My experience here was isolating and professionally unfulfilling. My suggestions were repeatedly dismissed without consideration. I would have gained more from an online course than from this program.,negative,Data Science,intern_survey,2.3,first_internship,2 months,False,2023-03-31 08:10:02
FB_00227,I had a fantastic experience working here. Regular one-on-ones with my manager kept me on track and motivated. I built friendships here that I know will last a lifetime.,positive,Product,mid_term_review,9.3,first_internship,6 months,True,2024-01-24 10:07:40
FB_01613,"This was the best internship I have ever had. The team culture was welcoming, inclusive, and collaborative. I will always look back on this experience with immense gratitude.",positive,Engineering,online_form,7.0,first_internship,6 months,True,2024-08-20 01:31:17
FB_00536,I grew so much professionally during this program. I received constructive feedback that helped me improve rapidly. I feel fully prepared to enter the workforce thanks to this experience.,positive,HR,online_form,9.3,first_internship,1 month,True,2023-06-16 13:47:22
FB_03849,My internship here was deeply disappointing. Communication within the team was inconsistent and often unclear. The experience was so poor it made me reconsider my entire career path.,negative,Data Science,exit_interview,3.1,third_or_more,3 months,False,2023-01-14 09:59:03
FB_03216,My internship here was deeply disappointing. I was expected to work overtime without any acknowledgment or compensation. Management needs significant training in how to support young talent.,negative,Data Science,exit_interview,1.8,first_internship,2 months,False,2024-09-18 00:03:38
FB_03127,"Looking back, I regret choosing this internship program. I was expected to work overtime without any acknowledgment or compensation. The lack of structure made the entire program feel pointless.",negative,Data Science,online_form,3.5,first_internship,6 months,False,2024-10-14 19:55:15
FB_00698,Every day at this company taught me something new. I was encouraged to take initiative and think creatively. This internship gave me clarity and direction for my future.,positive,Product,online_form,8.2,second_internship,2 months,True,2024-05-29 13:39:47
FB_03614,This was not the positive experience I was promised. The projects assigned to me had no clear objectives or deadlines. This experience taught me what to avoid in future workplaces.,negative,Design,intern_survey,2.4,first_internship,2 months,False,2023-11-21 17:53:11
FB_02375,"My internship here was deeply disappointing. I received no feedback until the very end, which was too late. I would not recommend this internship to anyone I know.",negative,Engineering,intern_survey,2.0,first_internship,2 months,False,2024-02-23 20:11:15
FB_01778,I grew so much professionally during this program. The tools and technologies I used here are cutting-edge. Leaving was bittersweet because I truly loved being part of this team.,positive,Product,exit_interview,8.4,second_internship,1 month,True,2023-07-10 13:57:13
FB_03625,"Unfortunately, this internship fell far short of expectations. I felt excluded from important meetings where my input could have helped. The internship added little value to my resume or my personal growth.",negative,Data Science,intern_survey,1.2,third_or_more,2 months,False,2023-07-16 09:29:30
FB_02805,"I struggled throughout this internship due to poor management. I received no feedback until the very end, which was too late. This program failed to deliver on every promise made during recruitment.",negative,Research,intern_survey,3.0,first_internship,3 months,False,2024-04-23 09:32:27
FB_01038,"Working here was a truly transformative experience. I had the chance to present my work to senior management. I feel more confident, skilled, and ready for the real world.",positive,Data Science,exit_interview,7.9,third_or_more,6 months,True,2024-05-08 16:30:47
FB_00209,"The internship exceeded all my expectations. I was given ownership of my work, which boosted my confidence enormously. I encourage everyone to apply — you will not regret it.",positive,Design,online_form,8.6,second_internship,1 month,True,2023-04-08 08:15:37
FB_01847,I walked away with skills and confidence I lacked before. I had the chance to present my work to senior management. I would accept a full-time offer here without hesitation.,positive,Design,exit_interview,8.8,second_internship,2 months,True,2024-10-02 19:35:15
FB_00566,"The team made me feel like a full-time employee, not just an intern. The diverse team helped me see problems from multiple perspectives. I am proud of everything I accomplished during this program.",positive,Finance,mid_term_review,8.0,third_or_more,6 months,True,2024-08-24 18:16:54
FB_00314,The internship exceeded all my expectations. The flexible work environment allowed me to be productive and balanced. I would accept a full-time offer here without hesitation.,positive,Marketing,intern_survey,9.5,third_or_more,1 month,True,2024-06-09 22:47:31
FB_00602,The internship was challenging in the best possible way. I had the chance to present my work to senior management. This was not just an internship — it was a launchpad for my future.,positive,Marketing,intern_survey,9.8,first_internship,6 months,True,2024-12-22 02:41:58
FB_00234,This internship was an incredible learning experience. The tools and technologies I used here are cutting-edge. The experience was worth every early morning and late evening.,positive,Design,exit_interview,8.2,first_internship,6 months,True,2024-01-25 18:35:36
FB_01261,Working here was a truly transformative experience. The projects I worked on were real and made a tangible difference. I ended the program feeling energized and excited about my career.,positive,Sales,mid_term_review,9.5,first_internship,6 months,True,2024-09-09 18:04:47
FB_00932,"The team made me feel like a full-time employee, not just an intern. The flexible work environment allowed me to be productive and balanced. I ended the program feeling energized and excited about my career.",positive,Operations,mid_term_review,9.3,second_internship,2 months,True,2024-08-14 19:48:01
FB_03221,My internship here was deeply disappointing. There was significant disconnect between what was promised and delivered. The lack of structure made the entire program feel pointless.,negative,Data Science,mid_term_review,2.8,second_internship,1 month,False,2023-07-13 04:49:29
FB_01724,The work I did here was meaningful and impactful. The company invests heavily in intern development and it shows. The company culture is something I will actively seek in future jobs.,positive,Marketing,online_form,8.4,second_internship,6 months,True,2024-03-08 20:28:52
FB_00112,"This was the best internship I have ever had. I was given ownership of my work, which boosted my confidence enormously. The impact of this internship on my resume and mindset is immeasurable.",positive,Finance,mid_term_review,8.9,second_internship,1 month,True,2024-10-23 14:03:21
FB_02705,I had little to no support throughout the entire program. I was expected to work overtime without any acknowledgment or compensation. This experience taught me what to avoid in future workplaces.,negative,HR,online_form,2.9,second_internship,1 month,False,2023-04-13 10:01:58
FB_01090,The internship was challenging in the best possible way. The culture of continuous learning here is truly inspiring. The company culture is something I will actively seek in future jobs.,positive,Sales,exit_interview,9.1,third_or_more,1 month,True,2023-07-04 03:52:15
FB_02743,I spent most of my internship doing tasks unrelated to my role. Team members were dismissive of my questions and contributions. This program needs a complete overhaul before it can benefit interns.,negative,Marketing,intern_survey,3.0,third_or_more,6 months,False,2023-11-02 18:17:03
FB_02029,"I had very high hopes for this program, but they were not met. Team members were dismissive of my questions and contributions. I spent more time navigating dysfunction than actually learning.",negative,Marketing,exit_interview,1.5,third_or_more,6 months,False,2023-11-15 13:01:57
FB_03945,I left this internship feeling demotivated and undervalued. There was no structured learning plan or development program. The damage to my confidence took months to overcome after this.,negative,Design,online_form,3.2,first_internship,2 months,False,2024-10-22 19:24:02
FB_01744,I grew so much professionally during this program. My contributions were recognized and celebrated by the entire team. My career trajectory changed positively because of this internship.,positive,Research,online_form,8.6,first_internship,3 months,True,2024-04-15 16:21:21
FB_00473,"The team made me feel like a full-time employee, not just an intern. Leadership genuinely cared about my personal and professional development. The skills I developed here will benefit me for years to come.",positive,Marketing,online_form,9.0,third_or_more,3 months,True,2024-01-27 13:17:37
FB_02097,"My experience here was isolating and professionally unfulfilling. The onboarding was confusing, poorly planned, and overwhelming. I felt like free labor rather than a developing professional.",negative,Product,exit_interview,3.8,third_or_more,6 months,False,2023-07-25 20:27:04
FB_03733,"I had very high hopes for this program, but they were not met. I felt excluded from important meetings where my input could have helped. I would not recommend this internship to anyone I know.",negative,Marketing,exit_interview,3.2,first_internship,1 month,False,2024-08-15 23:35:55
FB_01787,I could not have asked for a better internship. The projects I worked on were real and made a tangible difference. I would accept a full-time offer here without hesitation.,positive,Finance,intern_survey,9.9,first_internship,6 months,True,2024-03-18 04:25:32
FB_03277,The internship was poorly run from the very first day. The workplace culture was cliquish and difficult to break into. Future interns deserve much better than what I experienced here.,negative,Marketing,intern_survey,1.9,second_internship,1 month,False,2023-06-02 17:40:10
FB_01374,I could not have asked for a better internship. I built a strong professional network during my time here. The company culture is something I will actively seek in future jobs.,positive,Finance,online_form,7.9,third_or_more,2 months,True,2023-10-25 00:36:29
FB_03704,The internship started off poorly and never really recovered. The workplace culture was cliquish and difficult to break into. This program needs a complete overhaul before it can benefit interns.,negative,Data Science,intern_survey,3.9,first_internship,3 months,False,2024-02-27 19:39:44
FB_00362,The work I did here was meaningful and impactful. The projects I worked on were real and made a tangible difference. I am proud of everything I accomplished during this program.,positive,HR,intern_survey,9.9,first_internship,6 months,True,2024-11-03 16:00:39
FB_00136,I walked away with skills and confidence I lacked before. The onboarding process was smooth and well-organized. I ended the program feeling energized and excited about my career.,positive,HR,exit_interview,8.0,first_internship,1 month,True,2023-08-04 08:46:39
FB_01135,I grew so much professionally during this program. My contributions were recognized and celebrated by the entire team. The company culture is something I will actively seek in future jobs.,positive,Sales,intern_survey,7.5,third_or_more,6 months,True,2024-03-12 21:44:01
FB_01152,"I grew so much professionally during this program. The team culture was welcoming, inclusive, and collaborative. The impact of this internship on my resume and mindset is immeasurable.",positive,Data Science,intern_survey,7.7,second_internship,3 months,True,2023-03-01 06:08:51
FB_02469,"Looking back, I regret choosing this internship program. I received no feedback until the very end, which was too late. I sincerely hope improvements are made for future cohorts.",negative,Sales,mid_term_review,3.8,third_or_more,6 months,False,2024-08-17 09:29:40
FB_01054,"My time here was both fulfilling and educational. I was given ownership of my work, which boosted my confidence enormously. The experience was worth every early morning and late evening.",positive,Engineering,exit_interview,8.4,third_or_more,1 month,True,2023-01-08 09:12:55
FB_03317,I left this internship feeling demotivated and undervalued. Team members were dismissive of my questions and contributions. I spent more time navigating dysfunction than actually learning.,negative,Sales,mid_term_review,3.3,third_or_more,2 months,False,2023-08-26 03:23:03
FB_00023,The work I did here was meaningful and impactful. I had the chance to present my work to senior management. My career trajectory changed positively because of this internship.,positive,Operations,exit_interview,8.6,third_or_more,6 months,True,2023-07-08 17:47:48
FB_01973,I highly recommend this internship program to any student. The tools and technologies I used here are cutting-edge. My career trajectory changed positively because of this internship.,positive,Design,intern_survey,9.9,first_internship,6 months,True,2024-01-20 09:34:19
FB_02953,I expected structured learning but found disorganized chaos. The workplace culture was cliquish and difficult to break into. I expected mentorship and received neglect instead.,negative,Engineering,online_form,2.8,second_internship,2 months,False,2023-10-29 18:50:13
FB_01653,I would choose this internship all over again. I was treated with respect and my ideas were taken seriously. This internship gave me clarity and direction for my future.,positive,Operations,online_form,8.4,first_internship,6 months,True,2023-11-22 21:51:28
FB_00696,"The team made me feel like a full-time employee, not just an intern. My mentor was incredibly supportive and always available to answer questions. This was not just an internship — it was a launchpad for my future.",positive,Sales,online_form,9.5,second_internship,1 month,True,2023-10-14 18:48:48
FB_00421,I am so grateful for this amazing opportunity. The onboarding process was smooth and well-organized. This company clearly values its interns and it makes a huge difference.,positive,Engineering,exit_interview,7.1,first_internship,3 months,True,2024-07-01 07:19:43
